"class_name","full_type","title","title_key","description_key","card_type","rarity","target_type","multiplayer_constraint","is_upgradable","description","plain_description","mentions_statuses","strict_callouts","mention_only_statuses","applies_vulnerable","applies_weak","gains_strength","gains_vigor","grants_double_damage","gains_focus","applies_poison","support_signal"
"TearAsunder","MegaCrit.Sts2.Core.Models.Cards.TearAsunder","Tear Asunder","TEAR_ASUNDER.title","TEAR_ASUNDER.description","Attack","Rare","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Hits an additional time for each time you lost HP this combat.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}","Deal Damage damage. Hits an additional time for each time you lost HP this combat.InCombat CalculatedHits)|}","","","","False","False","False","False","False","False","False","False"
"Tempest","MegaCrit.Sts2.Core.Models.Cards.Tempest","Tempest","TEMPEST.title","TEMPEST.description","Skill","Uncommon","Self","None","True","[gold]Channel[/gold] {IfUpgraded:show:X+1|X} [gold]Lightning[/gold].","Channel IfUpgraded Lightning.","","","","False","False","False","False","False","False","False","False"
"Terraforming","MegaCrit.Sts2.Core.Models.Cards.Terraforming","Terraforming","TERRAFORMING.title","TERRAFORMING.description","Skill","Uncommon","Self","None","True","Gain {VigorPower:diff()} [gold]Vigor[/gold].","Gain VigorPower Vigor.","Vigor","Vigor","","False","False","False","True","False","False","False","False"
"TeslaCoil","MegaCrit.Sts2.Core.Models.Cards.TeslaCoil","Tesla Coil","TESLA_COIL.title","TESLA_COIL.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Trigger all [gold]Lightning[/gold] against the enemy.","Deal Damage damage. Trigger all Lightning against the enemy.","","","","False","False","False","False","False","False","False","False"
"TheBomb","MegaCrit.Sts2.Core.Models.Cards.TheBomb","The Bomb","THE_BOMB.title","THE_BOMB.description","Skill","Uncommon","Self","None","True","At the end of {Turns:diff()} {Turns:plural:turn|turns}, deal {BombDamage:diff()} damage to ALL enemies.","At the end of Turns Turns, deal BombDamage damage to ALL enemies.","","","","False","False","False","False","False","False","False","False"
"TheGambit","MegaCrit.Sts2.Core.Models.Cards.TheGambit","The Gambit","THE_GAMBIT.title","THE_GAMBIT.description","Skill","Rare","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
If you take unblocked attack damage this combat, die.","Gain Block Block. If you take unblocked attack damage this combat, die.","","","","False","False","False","False","False","False","False","False"
"TheHunt","MegaCrit.Sts2.Core.Models.Cards.TheHunt","The Hunt","THE_HUNT.title","THE_HUNT.description","Attack","Rare","AnyEnemy","None","True","Deal {Damage:diff()} damage.
If [gold]Fatal[/gold], gain an additional card reward.","Deal Damage damage. If Fatal, gain an additional card reward.","","","","False","False","False","False","False","False","False","False"
"TheScythe","MegaCrit.Sts2.Core.Models.Cards.TheScythe","The Scythe","THE_SCYTHE.title","THE_SCYTHE.description","Attack","Rare","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Permanently increase this card's damage by {Increase:diff()}.","Deal Damage damage. Permanently increase this card's damage by Increase.","","","","False","False","False","False","False","False","False","False"
"TheSealedThrone","MegaCrit.Sts2.Core.Models.Cards.TheSealedThrone","The Sealed Throne","THE_SEALED_THRONE.title","THE_SEALED_THRONE.description","Power","Ancient","Self","None","True","Whenever you play a card, gain {singleStarIcon}.","Whenever you play a card, gain singleStarIcon.","","","","False","False","False","False","False","False","False","False"
"TheSmith","MegaCrit.Sts2.Core.Models.Cards.TheSmith","The Smith","THE_SMITH.title","THE_SMITH.description","Skill","Rare","Self","None","True","[gold]Forge[/gold] {Forge:diff()}.","Forge Forge.","","","","False","False","False","False","False","False","False","False"
"ThinkingAhead","MegaCrit.Sts2.Core.Models.Cards.ThinkingAhead","Thinking Ahead","THINKING_AHEAD.title","THINKING_AHEAD.description","Skill","Uncommon","Self","None","True","Draw {Cards:diff()} {Cards:plural:card|cards}.
Put 1 card from your [gold]Hand[/gold] on top of your [gold]Draw Pile[/gold].","Draw Cards Cards. Put 1 card from your Hand on top of your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"Thrash","MegaCrit.Sts2.Core.Models.Cards.Thrash","Thrash","THRASH.title","THRASH.description","Attack","Rare","AnyEnemy","None","True","Deal {Damage:diff()} damage twice.
[gold]Exhaust[/gold] a random Attack in your [gold]Hand[/gold] and add its damage to this card.","Deal Damage damage twice. Exhaust a random Attack in your Hand and add its damage to this card.","","","","False","False","False","False","False","False","False","False"
"ThrummingHatchet","MegaCrit.Sts2.Core.Models.Cards.ThrummingHatchet","Thrumming Hatchet","THRUMMING_HATCHET.title","THRUMMING_HATCHET.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
At the start of your next turn, return this to your [gold]Hand[/gold].","Deal Damage damage. At the start of your next turn, return this to your Hand.","","","","False","False","False","False","False","False","False","False"
"Thunder","MegaCrit.Sts2.Core.Models.Cards.Thunder","Thunder","THUNDER.title","THUNDER.description","Power","Uncommon","Self","None","True","Whenever you [gold]Evoke Lightning[/gold], deal {ThunderPower:diff()} damage to each enemy hit.","Whenever you Evoke Lightning, deal ThunderPower damage to each enemy hit.","","","","False","False","False","False","False","False","False","False"
"Thunderclap","MegaCrit.Sts2.Core.Models.Cards.Thunderclap","Thunderclap","THUNDERCLAP.title","THUNDERCLAP.description","Attack","Common","AllEnemies","None","True","Deal {Damage:diff()} damage and apply {VulnerablePower:diff()} [gold]Vulnerable[/gold] to ALL enemies.","Deal Damage damage and apply VulnerablePower Vulnerable to ALL enemies.","Vulnerable","Vulnerable","","True","False","False","False","False","False","False","False"
"TimesUp","MegaCrit.Sts2.Core.Models.Cards.TimesUp","Time's Up","TIMES_UP.title","TIMES_UP.description","Attack","Rare","AnyEnemy","None","True","Deal damage equal to the enemy's [gold]Doom[/gold].{IsTargeting:
(Deals {CalculatedDamage:diff()} damage)|}","Deal damage equal to the enemy's Doom.IsTargeting damage)|}","","","","False","False","False","False","False","False","False","False"
"ToolsOfTheTrade","MegaCrit.Sts2.Core.Models.Cards.ToolsOfTheTrade","Tools of the Trade","TOOLS_OF_THE_TRADE.title","TOOLS_OF_THE_TRADE.description","Power","Rare","Self","None","True","At the start of your turn, draw 1 card and discard 1 card.","At the start of your turn, draw 1 card and discard 1 card.","","","","False","False","False","False","False","False","False","False"
"ToricToughness","MegaCrit.Sts2.Core.Models.Cards.ToricToughness","Toric Toughness","TORIC_TOUGHNESS.title","TORIC_TOUGHNESS.description","Skill","Event","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Gain {Block:diff()} [gold]Block[/gold] at the start of the next {Turns:diff()} {Turns:plural:turn|turns}.","Gain Block Block. Gain Block Block at the start of the next Turns Turns.","","","","False","False","False","False","False","False","False","False"
"Toxic","MegaCrit.Sts2.Core.Models.Cards.Toxic","Toxic","TOXIC.title","TOXIC.description","Status","Status","None","None","False","At the end of your turn, if this is in your [gold]Hand[/gold], take {Damage:diff()} damage.","At the end of your turn, if this is in your Hand, take Damage damage.","","","","False","False","False","False","False","False","False","False"
"Tracking","MegaCrit.Sts2.Core.Models.Cards.Tracking","Tracking","TRACKING.title","TRACKING.description","Power","Rare","Self","None","True","[gold]Weak[/gold] enemies take double damage from Attacks.","Weak enemies take double damage from Attacks.","Weak;DoubleDamage","DoubleDamage","Weak","False","False","False","False","True","False","False","False"
"Transfigure","MegaCrit.Sts2.Core.Models.Cards.Transfigure","Transfigure","TRANSFIGURE.title","TRANSFIGURE.description","Skill","Rare","Self","None","True","Add [gold]Replay[/gold] to a card in your [gold]Hand[/gold].
It costs an extra {Energy:energyIcons()}.","Add Replay to a card in your Hand. It costs an extra Energy.","","","","False","False","False","False","False","False","False","False"
"TrashToTreasure","MegaCrit.Sts2.Core.Models.Cards.TrashToTreasure","Trash to Treasure","TRASH_TO_TREASURE.title","TRASH_TO_TREASURE.description","Power","Rare","Self","None","True","Whenever you create a Status, [gold]Channel[/gold] 1 random Orb.","Whenever you create a Status, Channel 1 random Orb.","","","","False","False","False","False","False","False","False","False"
"Tremble","MegaCrit.Sts2.Core.Models.Cards.Tremble","Tremble","TREMBLE.title","TREMBLE.description","Skill","Common","AnyEnemy","None","True","Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].","Apply VulnerablePower Vulnerable.","Vulnerable","Vulnerable","","True","False","False","False","False","False","False","False"
"TrueGrit","MegaCrit.Sts2.Core.Models.Cards.TrueGrit","True Grit","TRUE_GRIT.title","TRUE_GRIT.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
[gold]Exhaust[/gold] 1 card{IfUpgraded:show:| at random}.","Gain Block Block. Exhaust 1 cardIfUpgraded.","","","","False","False","False","False","False","False","False","False"
"Turbo","MegaCrit.Sts2.Core.Models.Cards.Turbo","TURBO","TURBO.title","TURBO.description","Skill","Common","Self","None","True","Gain {Energy:energyIcons()}.
Add a [gold]Void[/gold] into your [gold]Discard Pile[/gold].","Gain Energy. Add a Void into your Discard Pile.","","","","False","False","False","False","False","False","False","False"
"TwinStrike","MegaCrit.Sts2.Core.Models.Cards.TwinStrike","Twin Strike","TWIN_STRIKE.title","TWIN_STRIKE.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage twice.","Deal Damage damage twice.","","","","False","False","False","False","False","False","False","False"
"Tyranny","MegaCrit.Sts2.Core.Models.Cards.Tyranny","Tyranny","TYRANNY.title","TYRANNY.description","Power","Rare","Self","None","True","At the start of your turn, draw 1 card and [gold]Exhaust[/gold] 1 card from your [gold]Hand[/gold].","At the start of your turn, draw 1 card and Exhaust 1 card from your Hand.","","","","False","False","False","False","False","False","False","False"
"UltimateDefend","MegaCrit.Sts2.Core.Models.Cards.UltimateDefend","Ultimate Defend","ULTIMATE_DEFEND.title","ULTIMATE_DEFEND.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].","Gain Block Block.","","","","False","False","False","False","False","False","False","False"
"UltimateStrike","MegaCrit.Sts2.Core.Models.Cards.UltimateStrike","Ultimate Strike","ULTIMATE_STRIKE.title","ULTIMATE_STRIKE.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.","Deal Damage damage.","","","","False","False","False","False","False","False","False","False"
"Undeath","MegaCrit.Sts2.Core.Models.Cards.Undeath","Undeath","UNDEATH.title","UNDEATH.description","Skill","Rare","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Add a copy of this card into your [gold]Discard Pile[/gold].","Gain Block Block. Add a copy of this card into your Discard Pile.","","","","False","False","False","False","False","False","False","False"
"Unleash","MegaCrit.Sts2.Core.Models.Cards.Unleash","Unleash","UNLEASH.title","UNLEASH.description","Attack","Basic","AnyEnemy","None","True","[gold]Osty[/gold] deals {CalculatedDamage:diff()} damage.
Deals additional damage equal to [gold]Osty's[/gold] current HP.","Osty deals CalculatedDamage damage. Deals additional damage equal to Osty's current HP.","","","","False","False","False","False","False","False","False","False"
"Unmovable","MegaCrit.Sts2.Core.Models.Cards.Unmovable","Unmovable","UNMOVABLE.title","UNMOVABLE.description","Power","Rare","Self","None","True","The first time you gain [gold]Block[/gold] from a card each turn, double the amount gained.","The first time you gain Block from a card each turn, double the amount gained.","","","","False","False","False","False","False","False","False","False"
"Unrelenting","MegaCrit.Sts2.Core.Models.Cards.Unrelenting","Unrelenting","UNRELENTING.title","UNRELENTING.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
The next Attack you play costs 0 {energyPrefix:energyIcons(1)}.","Deal Damage damage. The next Attack you play costs 0 energyPrefix.","","","","False","False","False","False","False","False","False","False"
"Untouchable","MegaCrit.Sts2.Core.Models.Cards.Untouchable","Untouchable","UNTOUCHABLE.title","UNTOUCHABLE.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].","Gain Block Block.","","","","False","False","False","False","False","False","False","False"
"UpMySleeve","MegaCrit.Sts2.Core.Models.Cards.UpMySleeve","Up My Sleeve","UP_MY_SLEEVE.title","UP_MY_SLEEVE.description","Skill","Uncommon","Self","None","True","Add {Cards:diff()} [gold]{Cards:plural:Shiv|Shivs}[/gold] into your [gold]Hand[/gold].
Reduce this card's cost by 1.","Add Cards Cards into your Hand. Reduce this card's cost by 1.","","","","False","False","False","False","False","False","False","False"
"Uppercut","MegaCrit.Sts2.Core.Models.Cards.Uppercut","Uppercut","UPPERCUT.title","UPPERCUT.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Apply {Power:diff()} [gold]Weak[/gold].
Apply {Power:diff()} [gold]Vulnerable[/gold].","Deal Damage damage. Apply Power Weak. Apply Power Vulnerable.","Vulnerable;Weak","Vulnerable;Weak","","True","True","False","False","False","False","False","False"
"Uproar","MegaCrit.Sts2.Core.Models.Cards.Uproar","Uproar","UPROAR.title","UPROAR.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage twice.
Play a random Attack from your [gold]Draw Pile[/gold].","Deal Damage damage twice. Play a random Attack from your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"Veilpiercer","MegaCrit.Sts2.Core.Models.Cards.Veilpiercer","Veilpiercer","VEILPIERCER.title","VEILPIERCER.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
The next [gold]Ethereal[/gold] card you play costs 0 {energyPrefix:energyIcons(1)}.","Deal Damage damage. The next Ethereal card you play costs 0 energyPrefix.","","","","False","False","False","False","False","False","False","False"
"Venerate","MegaCrit.Sts2.Core.Models.Cards.Venerate","Venerate","VENERATE.title","VENERATE.description","Skill","Basic","Self","None","True","Gain {Stars:starIcons()}.","Gain Stars.","","","","False","False","False","False","False","False","False","False"
"Vicious","MegaCrit.Sts2.Core.Models.Cards.Vicious","Vicious","VICIOUS.title","VICIOUS.description","Power","Uncommon","Self","None","True","Whenever you apply [gold]Vulnerable[/gold], draw {Cards:diff()} {Cards:plural:card|cards}.","Whenever you apply Vulnerable, draw Cards Cards.","Vulnerable","","Vulnerable","False","False","False","False","False","False","False","False"
